Name,Phone Number,Category,Product,Customer Review (Score),Detailed Review (Product),Email,State,Address,Customer Review (Site),Most Bought,Most Searched,Churning Score
Adira Kohli,03811205701,Electronics,Smartphone,3,Excellent quality! Very satisfied with the purchase.,tellahunar@hotmail.com,Rajasthan,"516
Vyas Road
Nagercoil 611683",4,Smartwatch,Headphones,57
Heer Chahal,9.1257E+11,Books,Educational,3,Poor customer service. The product was damaged on arrival.,zainmammen@sarna.net,Jharkhand,"01/238, Char Road
Gopalpur-629456",1.3,Educational,Comics,85
Neysa Hari,9.11645E+11,Home Appliances,Air Conditioner,1.2,Great value for money. Will buy again.,ghoshdarshit@vig.com,Mizoram,"12/794, Sekhon Ganj, Raipur 196026",2.3,Washing Machine,Microwave,37
Tarini Mann,9.18783E+11,Beauty,Face Cream,1.4,"The product is decent, but delivery took too long.",qchhabra@gmail.com,Gujarat,"H.No. 70, Ramesh Ganj
Etawah-904540",3.9,Lipstick,Foundation,95
Prerak Srivastava,00530870734,Electronics,Tablet,1.4,Poor customer service. The product was damaged on arrival.,shanayabhakta@bala.com,Himachal Pradesh,"085
Ratta Path, Bareilly 739074",1.9,Headphones,Laptop,34
Samarth Sagar,3548071231,Home Appliances,Refrigerator,4.6,Poor customer service. The product was damaged on arrival.,ivantandon@manne.net,Jharkhand,"173
Ratti Marg, Satna 013777",3.1,Microwave,Washing Machine,56
Advika Chandran,9.19596E+11,Beauty,Perfume,4.2,"The product is decent, but delivery took too long.",jayesh99@rajan.com,Meghalaya,"H.No. 234, Batra Marg, Alwar-115614",4,Perfume,Perfume,38
Vivaan Jayaraman,6762347337,Clothing,T-shirt,1.5,"The product is decent, but delivery took too long.",madannishith@apte.net,Chhattisgarh,"11/31, Sarma Street
Satna-188127",3.2,Saree,T-shirt,85
Kismat Chhabra,06367136635,Clothing,Jeans,4.2,"Works well, but could be improved in durability.",tchoudhry@shan.com,Chhattisgarh,"H.No. 43, Chopra Zila, Jaipur 732545",4.7,Shoes,T-shirt,10
Shray Batta,2737073633,Sports,Football,3.9,Excellent quality! Very satisfied with the purchase.,divij90@mammen.biz,Andhra Pradesh,"22
Saha Zila, Dindigul 578201",2.7,Football,Cricket Bat,72
Navya Mall,3119957317,Books,Educational,2.6,Not as described. Disappointed with the quality.,vidurbakshi@yahoo.com,Tripura,"80/60, Bali Street, Ozhukarai-217356",3.1,Non-fiction,Comics,65
Vihaan Khurana,03073783810,Beauty,Foundation,4.9,Poor customer service. The product was damaged on arrival.,ravaltiya@yahoo.com,Mizoram,"24, Kurian Nagar, Thiruvananthapuram-103443",2.3,Foundation,Perfume,49
Badal Amble,09066695490,Electronics,Smartwatch,3.6,Excellent quality! Very satisfied with the purchase.,borahmohanlal@gmail.com,Kerala,"79
Johal Marg
Warangal 809374",3.9,Smartwatch,Laptop,61
Jayant Din,08599969623,Electronics,Headphones,2.6,Superb performance! Exceeded my expectations.,samarthswaminathan@hotmail.com,Punjab,"99/853, Issac Zila, Ulhasnagar 709569",4.2,Laptop,Headphones,44
Yashvi Taneja,3719079579,Beauty,Perfume,1.3,Poor customer service. The product was damaged on arrival.,xswamy@hotmail.com,Goa,"H.No. 57, Shah Street, Tiruvottiyur 280520",1.1,Face Cream,Foundation,27
Ryan Rout,9.19476E+11,Clothing,Jeans,4.5,Superb performance! Exceeded my expectations.,vanya86@hotmail.com,Jharkhand,"H.No. 058, Swamy Path, Hapur-446974",3,Saree,Jacket,78
Manjari Sood,4309673900,Beauty,Lipstick,2.5,Great value for money. Will buy again.,yohannankrish@sandal-barad.com,Mizoram,"53/966
Sekhon Circle, Mira-Bhayandar-989949",1.5,Face Cream,Foundation,69
Darshit Bhagat,05051706523,Home Appliances,Microwave,4.3,"Works well, but could be improved in durability.",qmalhotra@brar-bhargava.com,Madhya Pradesh,"229, Sane Zila
Bhiwandi 832032",2.6,Air Conditioner,Refrigerator,66
Renee Bassi,0254664067,Beauty,Lipstick,2.9,Loved it! Exactly what I was looking for.,bhatnagaranahi@shroff.com,Himachal Pradesh,"H.No. 39, Bajaj Road
Chittoor-973114",3.9,Foundation,Lipstick,64
Badal Solanki,9.13639E+11,Beauty,Lipstick,2,Superb performance! Exceeded my expectations.,tkala@yahoo.com,Haryana,"77/838, Golla Chowk
Raichur-471467",4,Foundation,Foundation,36
Ritvik Dhillon,3944028730,Beauty,Perfume,3,Average product. Expected better quality.,oorjavyas@hotmail.com,Nagaland,"94/75
Savant Circle, Aurangabad-699313",3.6,Foundation,Foundation,99
Krish Hari,01535229015,Beauty,Perfume,3,Superb performance! Exceeded my expectations.,zchatterjee@shankar.info,Haryana,"H.No. 45, Kalla Zila, Nandyal 327578",2.2,Perfume,Lipstick,18
Rania Cherian,1191359024,Sports,Football,3.2,Poor customer service. The product was damaged on arrival.,dbhargava@hotmail.com,Odisha,"39/07
Soman Marg
Sagar-307239",4.6,Cricket Bat,Yoga Mat,6
Miraan Dhar,7353002014,Electronics,Laptop,4.1,Superb performance! Exceeded my expectations.,vkalla@karnik.net,Sikkim,"H.No. 596, Vasa Marg, Jalgaon 685163",2.7,Headphones,Headphones,65
Trisha Chaudhari,9.13365E+11,Beauty,Face Cream,4.4,Great value for money. Will buy again.,aaryahi65@varty.com,Telangana,"18, Mangal Chowk
Junagadh-428581",2.7,Lipstick,Foundation,100
Taran Wable,2656014141,Books,Non-fiction,4.7,Not as described. Disappointed with the quality.,ishitadass@saini.com,Himachal Pradesh,"82/730
Deo Path
Jammu 534126",2.6,Comics,Comics,25
Anya Jha,9.11198E+11,Beauty,Face Cream,3.8,Superb performance! Exceeded my expectations.,zainasawhney@rege.org,Madhya Pradesh,"94
Bedi
Moradabad-635178",1.2,Face Cream,Foundation,4
Diya Srivastava,9.11134E+11,Clothing,Jacket,3.4,"The product is decent, but delivery took too long.",bahrieva@tripathi.com,Tripura,"70/82
Bose Zila
Agartala-578149",4.2,T-shirt,T-shirt,31
Tarini Sama,06727341347,Electronics,Tablet,4.3,Poor customer service. The product was damaged on arrival.,rohan97@karan.com,Bihar,"003
Gupta Road
Jamnagar-595150",3.7,Smartphone,Smartphone,12
Mehul Bir,5590036285,Clothing,Jacket,4.5,Average product. Expected better quality.,dattakaira@agrawal-bal.com,West Bengal,"40
Sama Road
Madhyamgram-885528",2.9,Shoes,T-shirt,10
Adira Tata,9.18723E+11,Books,Educational,2.3,Excellent quality! Very satisfied with the purchase.,vaibhavchoudhry@hotmail.com,Andhra Pradesh,"251, Bail Nagar
Bikaner 663345",3.2,Non-fiction,Comics,64
Krish Kanda,9.17628E+11,Sports,Cricket Bat,3.6,Great value for money. Will buy again.,krish93@yahoo.com,Maharashtra,"86/12
Sastry Street
Ghaziabad-109133",3,Football,Badminton Racket,28
Aarush Ahuja,7660209247,Electronics,Laptop,1.7,Average product. Expected better quality.,arnav91@kala.net,Punjab,"H.No. 753
Dhar Zila, Gaya 106059",1.8,Headphones,Headphones,26
Azad Char,9.16501E+11,Clothing,Saree,3.8,Loved it! Exactly what I was looking for.,taimurchakraborty@deshpande-upadhyay.com,Meghalaya,"H.No. 341, Thakkar Chowk, Bulandshahr 592283",1.1,Jeans,T-shirt,38
Vritika Kapoor,08650645859,Clothing,Saree,1.7,Poor customer service. The product was damaged on arrival.,horatiya@varty.com,Mizoram,"33, Boase Road, Warangal-281365",4.8,Saree,T-shirt,50
Riya Chada,6586862990,Books,Fiction,4.2,Great value for money. Will buy again.,borahalia@dugal-gupta.com,Arunachal Pradesh,"588
Apte Nagar
Malda 022407",4.4,Comics,Educational,33
Eva Chahal,4628087368,Beauty,Lipstick,2,Loved it! Exactly what I was looking for.,wgopal@seth.net,Maharashtra,"19/671, Choudhry Zila, Jamalpur 900686",3.6,Perfume,Perfume,87
Tara Wali,9.12466E+11,Sports,Badminton Racket,1.5,Not as described. Disappointed with the quality.,goelvedika@banerjee.com,Tamil Nadu,"10, Sidhu Ganj, Ramagundam-899555",4,Yoga Mat,Football,48
Tanya Dara,03653133428,Books,Non-fiction,3.9,Excellent quality! Very satisfied with the purchase.,alia23@guha-madan.org,Chhattisgarh,"230
Bains Circle
Ulhasnagar 509984",3.3,Fiction,Non-fiction,30
Pari Acharya,06032838899,Electronics,Smartwatch,4.9,"Works well, but could be improved in durability.",mohanlal36@raj.com,Uttarakhand,"H.No. 61
Kota Zila
Pallavaram-655150",2.2,Smartwatch,Laptop,82
Yakshit Barman,9557003549,Books,Non-fiction,1.7,Average product. Expected better quality.,indrajitsem@varghese.com,Mizoram,"912, Cherian Path, Jodhpur 494896",3.7,Fiction,Fiction,93
Taran Karan,3062655343,Beauty,Foundation,5,Great value for money. Will buy again.,pagrawal@yahoo.com,Maharashtra,"H.No. 34
Choudhury Path, Jamshedpur 757824",2.9,Lipstick,Lipstick,1
Eva Agarwal,02522107834,Books,Non-fiction,2,"The product is decent, but delivery took too long.",kashvi65@zacharia-tank.com,Manipur,"55/97, Bali Circle
Bardhaman-729551",2.2,Educational,Educational,25
Fateh Raja,7531895331,Clothing,Jeans,3.4,Not as described. Disappointed with the quality.,veerkar@de.org,Odisha,"09
Kaul Marg
Raichur-419306",2.7,T-shirt,Shoes,65
Yakshit Sridhar,9.15928E+11,Books,Comics,3.1,Poor customer service. The product was damaged on arrival.,neelofar50@ramachandran.com,Haryana,"94, Bose Road
Narasaraopet-885406",1.2,Comics,Fiction,55
Vardaniya Mammen,2580187118,Sports,Yoga Mat,4.1,Excellent quality! Very satisfied with the purchase.,badamifaiyaz@hotmail.com,Rajasthan,"47, Kumar Chowk, Ajmer 231237",1.4,Football,Badminton Racket,57
Mishti Deshmukh,03793167280,Sports,Yoga Mat,4.2,Amazing features at this price! Highly recommended.,osengupta@gmail.com,Jharkhand,"18/296, Varughese Path, Guntakal 981864",3.2,Badminton Racket,Cricket Bat,25
Kimaya Saran,5793568366,Home Appliances,Microwave,3.3,Amazing features at this price! Highly recommended.,tushar00@hotmail.com,Gujarat,"13
Bumb Marg
Kanpur-867492",3.9,Air Conditioner,Washing Machine,17
Prisha Thakur,9.11368E+11,Home Appliances,Microwave,4.5,Great value for money. Will buy again.,rtalwar@arya-bala.com,Mizoram,"69/504, Mall Nagar
Kolhapur-558199",4.3,Washing Machine,Refrigerator,27
Zain Kumer,9.17169E+11,Clothing,Jacket,3.2,Amazing features at this price! Highly recommended.,vartypihu@saxena.com,Assam,"90/220
Chawla Circle, Belgaum-771496",2.8,Shoes,Shoes,7
Madhav Kade,0212400644,Electronics,Smartphone,4.5,Loved it! Exactly what I was looking for.,goswamimadhup@deol.com,Uttarakhand,"H.No. 04, Comar Ganj
Anantapur 778164",1.8,Headphones,Headphones,39
Aaryahi Aggarwal,8619843399,Beauty,Face Cream,2.1,"Works well, but could be improved in durability.",kannananahi@yahoo.com,Himachal Pradesh,"H.No. 146, Edwin Ganj
Varanasi 638514",1.5,Face Cream,Perfume,19
Samar Randhawa,6417171377,Clothing,T-shirt,2.2,Not as described. Disappointed with the quality.,agatenirvaan@gmail.com,Kerala,"H.No. 986
Sinha Chowk
Malda 536352",1.3,Shoes,Jacket,78
Hridaan Bera,9.16502E+11,Electronics,Smartphone,2.2,Amazing features at this price! Highly recommended.,vkrish@hotmail.com,Chhattisgarh,"05, Shah Circle
Jehanabad-464841",4.6,Smartwatch,Smartphone,41
Hansh Bhakta,9.16365E+11,Electronics,Smartphone,1,Excellent quality! Very satisfied with the purchase.,kiara33@gmail.com,Sikkim,"H.No. 00
Ratti Marg
Tadipatri-242194",2.4,Smartwatch,Smartwatch,2
Inaaya  Lal,05225571347,Books,Educational,4.9,"Works well, but could be improved in durability.",madhav65@hotmail.com,Punjab,"130, Amble Street
Aligarh 550588",1,Educational,Educational,89
Jayan Chopra,9.13125E+11,Beauty,Perfume,1.8,Average product. Expected better quality.,veer39@chauhan.com,Uttar Pradesh,"H.No. 547
Guha Street, Mysore 261811",1,Face Cream,Foundation,55
Devansh Date,7920276253,Sports,Yoga Mat,4.1,Great value for money. Will buy again.,suhanaswaminathan@chokshi.org,Nagaland,"87/28
Thaman, Anantapuram 099361",4.9,Badminton Racket,Cricket Bat,41
Advik Gala,9.19902E+11,Clothing,Jeans,4.2,Not as described. Disappointed with the quality.,uyadav@yahoo.com,Arunachal Pradesh,"14/19, Bora Nagar, Purnia-604442",4.6,T-shirt,Shoes,75
Veer Savant,06821485962,Books,Non-fiction,2.7,Superb performance! Exceeded my expectations.,sahilsanghvi@gmail.com,Tamil Nadu,"H.No. 302
Sabharwal Zila, Amaravati 665385",4.6,Educational,Comics,57
Khushi Iyer,9.16825E+11,Home Appliances,Refrigerator,3.8,Poor customer service. The product was damaged on arrival.,ymadan@yahoo.com,Tamil Nadu,"92/671
Kale Zila
Jabalpur 406650",3.7,Washing Machine,Air Conditioner,67
Shalv Sule,2695455748,Clothing,Jeans,3.6,"The product is decent, but delivery took too long.",xbhalla@gandhi.org,Meghalaya,"682, Dugal Street, Jamalpur-110339",2.3,Jacket,Jacket,9
Akarsh Rama,09594386501,Books,Educational,2.5,Not as described. Disappointed with the quality.,tara92@gmail.com,Jharkhand,"44/04
Sethi Path
Bhiwani 707632",1.8,Comics,Fiction,20
Shlok Kaur,9.1957E+11,Sports,Football,2.6,Average product. Expected better quality.,taimur15@sankaran.com,Andhra Pradesh,"66/40
Bumb Nagar, Patna-967035",3.2,Yoga Mat,Football,93
Bhamini Sachar,1815004439,Sports,Football,4.6,Loved it! Exactly what I was looking for.,sibalmanjari@doshi.com,Madhya Pradesh,"H.No. 99, Krishnan Ganj
Jehanabad 603835",2.6,Yoga Mat,Football,51
Aradhya Bumb,08176993271,Sports,Yoga Mat,3.7,Superb performance! Exceeded my expectations.,bhavin70@hotmail.com,Meghalaya,"42
Bose Zila, Ozhukarai 750346",4.9,Football,Cricket Bat,64
Vaibhav Seshadri,9.16009E+11,Electronics,Smartwatch,2.8,Not as described. Disappointed with the quality.,sridharhimmat@hotmail.com,Uttar Pradesh,"721
Lata Nagar
Bhavnagar 135280",1.3,Laptop,Tablet,28
Ishaan Rastogi,2603317205,Sports,Football,3.4,Loved it! Exactly what I was looking for.,dhanushmani@rau.com,West Bengal,"421
Bhalla Zila, Nandyal 498624",4.4,Football,Yoga Mat,22
Darshit Gandhi,9.15197E+11,Sports,Yoga Mat,4.8,Loved it! Exactly what I was looking for.,ojas40@gmail.com,Telangana,"71/648, Bobal Path, Howrah 662716",2.2,Cricket Bat,Yoga Mat,51
Hridaan Chauhan,9.12625E+11,Home Appliances,Microwave,2.6,Poor customer service. The product was damaged on arrival.,zkorpal@hotmail.com,Sikkim,"H.No. 060, Basu Chowk, Surat 250158",1.4,Microwave,Washing Machine,96
Dharmajan Goyal,9.17467E+11,Electronics,Laptop,4.2,Superb performance! Exceeded my expectations.,karirhea@gmail.com,Andhra Pradesh,"H.No. 748, Chakrabarti Nagar
Nagercoil-745939",2.2,Smartphone,Tablet,60
Vaibhav Behl,9.14168E+11,Beauty,Face Cream,1.4,"The product is decent, but delivery took too long.",mehul57@keer.com,Bihar,"H.No. 17, Dalal Circle, Bellary 348128",1.7,Lipstick,Lipstick,89
Shray Dora,8700483352,Home Appliances,Washing Machine,5,"The product is decent, but delivery took too long.",anya25@issac.com,Karnataka,"19/936, Choudhary Path
Berhampur 639462",4.8,Washing Machine,Air Conditioner,43
Miraan Rajan,09798435151,Sports,Cricket Bat,1.5,Excellent quality! Very satisfied with the purchase.,abram71@gmail.com,Jharkhand,"31/601, Ravel Circle, Bettiah-105548",2.6,Cricket Bat,Badminton Racket,42
Divit Loke,9.1396E+11,Sports,Badminton Racket,1.3,"Works well, but could be improved in durability.",mishti61@yahoo.com,Andhra Pradesh,"38
Kapoor Path, Sri Ganganagar 347349",2.6,Badminton Racket,Cricket Bat,18
Renee Majumdar,9.1473E+11,Clothing,Shoes,1.5,Great value for money. Will buy again.,kismatbhatt@thakkar.biz,Bihar,"H.No. 915
Deol Marg
Bellary 024187",2,T-shirt,Shoes,32
Samaira Manda,01829338575,Beauty,Face Cream,3,Superb performance! Exceeded my expectations.,mmangal@dora-barman.org,Gujarat,"08/95, Kashyap Path
Karnal-678829",2.5,Lipstick,Foundation,36
Shalv Luthra,8716629541,Clothing,Jeans,1.2,"Works well, but could be improved in durability.",okarnik@dugar.info,Telangana,"59/074
Jaggi
Kadapa 838593",2.1,Saree,Jacket,6
Aaina Sekhon,9.18059E+11,Electronics,Tablet,4.4,Not as described. Disappointed with the quality.,amiraboase@hotmail.com,Tripura,"H.No. 504, De Road
Orai-953189",2.5,Smartwatch,Smartphone,89
Shayak Atwal,07630405643,Sports,Football,1.5,Not as described. Disappointed with the quality.,duttjivin@yahoo.com,Kerala,"21/19, Batra Street
Mango 225633",4.4,Cricket Bat,Yoga Mat,46
Nayantara Sagar,08972211835,Home Appliances,Microwave,3.3,Superb performance! Exceeded my expectations.,ysalvi@hotmail.com,Arunachal Pradesh,"889
Das Nagar
Coimbatore 505922",3.6,Microwave,Refrigerator,33
Saksham Yohannan,0991173466,Sports,Cricket Bat,5,Amazing features at this price! Highly recommended.,lallanakul@dhar.com,Telangana,"82/33, Bhargava Road
New Delhi 929152",2.6,Badminton Racket,Yoga Mat,54
Vardaniya Keer,08406128418,Books,Comics,2.2,"Works well, but could be improved in durability.",anaygade@ahuja.biz,Meghalaya,"537, Choudhry Zila
Bellary 413777",1.7,Non-fiction,Comics,29
Piya Lad,02511664008,Clothing,Shoes,2.8,"The product is decent, but delivery took too long.",yakshit09@ramaswamy.com,Andhra Pradesh,"97/70
Mallick Road, Jehanabad 131817",2.6,Jacket,Saree,80
Rhea Hayer,01087216598,Electronics,Tablet,3.6,Loved it! Exactly what I was looking for.,dhruv84@dash.net,Arunachal Pradesh,"43/12
Jayaraman Street, Tiruchirappalli-657327",2,Smartwatch,Smartwatch,5
Advik Bahri,0499465920,Beauty,Lipstick,1.9,Loved it! Exactly what I was looking for.,kbhatti@hotmail.com,Maharashtra,"H.No. 516, Sandal Circle
Parbhani-860119",3.9,Foundation,Lipstick,21
Ritvik Talwar,9825318421,Books,Educational,4.7,"The product is decent, but delivery took too long.",uppalakarsh@yahoo.com,Mizoram,"H.No. 755
Lalla Road
Kulti-501436",4.9,Comics,Comics,24
Charvi Atwal,02744958355,Clothing,Jacket,1.2,"Works well, but could be improved in durability.",navya61@bhat-toor.com,Punjab,"542
Kulkarni Ganj
Bardhaman-340415",2.6,Jacket,Jacket,76
Aayush Sandhu,05959624497,Electronics,Laptop,1.2,"Works well, but could be improved in durability.",katavritika@bassi.net,Tripura,"61/43, Bhatti Street, Cuttack 060136",3.8,Headphones,Laptop,31
Ahana  Mallick,08173649070,Beauty,Foundation,3.8,Amazing features at this price! Highly recommended.,nakulkale@banik-kapur.com,Haryana,"H.No. 26, Bahl Zila, Maheshtala-663576",3,Face Cream,Perfume,66
Shanaya Dewan,9.10339E+11,Home Appliances,Air Conditioner,4.3,Superb performance! Exceeded my expectations.,dharmajan76@gmail.com,Chhattisgarh,"44, Raman Chowk
Gudivada 796116",2.1,Microwave,Refrigerator,71
Mannat Vohra,7587771925,Books,Comics,2.7,Loved it! Exactly what I was looking for.,priyanshshere@sethi-chowdhury.org,Bihar,"386, Kalita Chowk, Bhusawal 921894",2.7,Non-fiction,Fiction,80
Nishith Shetty,01015307975,Beauty,Face Cream,1.1,Not as described. Disappointed with the quality.,ramaswamyjivika@bhargava.com,Andhra Pradesh,"79
Kibe Street
Buxar-085819",1.9,Lipstick,Face Cream,14
Samiha Vaidya,05774315073,Home Appliances,Microwave,3.8,Loved it! Exactly what I was looking for.,asethi@kumar.com,Mizoram,"66/865
Sarin Circle
Kamarhati-187949",2.6,Refrigerator,Washing Machine,59
Madhav Jhaveri,08755906235,Electronics,Headphones,3.3,"Works well, but could be improved in durability.",neysabhatia@karan.biz,Maharashtra,"H.No. 742
Kadakia Road, Rajkot-910563",4.6,Tablet,Laptop,64
Eva Upadhyay,5670067887,Beauty,Perfume,1.6,"The product is decent, but delivery took too long.",vritikamaharaj@shroff.org,Arunachal Pradesh,"875, Gala Marg
Hospet 154787",2.9,Face Cream,Perfume,15
Farhan Sodhi,5592233713,Home Appliances,Air Conditioner,1.5,Superb performance! Exceeded my expectations.,kimayakale@yahoo.com,Tripura,"62/32, Jha Ganj, Loni 788855",1.6,Air Conditioner,Microwave,21
Arnav Wali,1457106684,Sports,Football,1.6,Amazing features at this price! Highly recommended.,stuvansen@hotmail.com,Maharashtra,"051, Choudhary Chowk, Saharsa-925333",4.3,Cricket Bat,Yoga Mat,63
Ayesha Balasubramanian,5893990074,Beauty,Lipstick,1.5,"Works well, but could be improved in durability.",divit99@gera.info,Gujarat,"980
Sule Ganj, Chinsurah 526066",3.4,Foundation,Face Cream,44
Kanav Dara,04084591247,Clothing,Jacket,3,"Works well, but could be improved in durability.",badalbandi@badami.org,Karnataka,"589
Bhatnagar Path, Bhagalpur 015610",4.6,Shoes,Jeans,23
Stuvan Kumer,0146998571,Electronics,Smartwatch,4.1,Excellent quality! Very satisfied with the purchase.,pranay61@gmail.com,Sikkim,"88/632, Sengupta Ganj, Kottayam-362753",1.4,Smartwatch,Headphones,30
Ivan Sodhi,06252981324,Electronics,Tablet,3.3,Excellent quality! Very satisfied with the purchase.,darshitdin@varughese.com,Mizoram,"11/997, Tara Circle, Motihari-386923",3.7,Smartphone,Smartwatch,7
